unmittelbare Anstellung,Q506999,,Q-1770 Person,1776,1778,neu / weg / unverändert / andere Quali,Qualifikation 1,Qualifikation 2,Qualifikation 3,Qualifikation 4,Qualifikation 3,Qualifikation 4,Qualifikation 5,Ort,,Titel,Adlesrang,Vorname1,Vorname2,Vorname3,Vorname4,Vorname5,Nachname
Adjunctur Molschleben,,,Q42692,,Johann Tobias Baumeister,unverändert,Pfarrer,Körner,Adjunctus,,,,,,,,,,,,,,
Adjunctur Molschleben,,,,,Johann Friedrich Wagner,unverändert,Cantor,Körner,,,,,,,,,,,,,,,
Adjunctur Molschleben,,,,,Johann Christoph Lux,unverändert,Organist,Körner,,,,,,,,,,,,,,,
Adjunctur Molschleben,,,Q41727,,Friedrich Hendrich,unverändert,Pfarrer,Menteroda,und Filiale Klein Keula,,,,,,,,,,,,,,
Adjunctur Molschleben,,,,,Johann Christoph Kieser,unverändert,Schuldiener,Menteroda,,,,,,,,,,,,,,,
Adjunctur Molschleben,,,Q192840,,Johann Adam Kirchner,unverändert,Schuldiener,Menteroda,zu Klein Keula,,,,,,,,,,,,,,
Adjunctur Molschleben,,,Q41887,,Gottfried Rudolph Erdmann,unverändert,Pfarrer,Ober-Mehler,,,,,,,,,,,,,,,
Adjunctur Molschleben,,,Q192677,,Johann Heinrich Konther,unverändert,Schuldiener,Ober-Mehler,,,,,,,,,,,,,,,
Adjunctur Molschleben,,,Q42218,,Johann Christian Jacobi,unverändert,Pfarrer,Volkenroda,und Filiale Hohenberga,,,,,,,,,,,,,,
Adjunctur Molschleben,,,Q42726,,Johann Wilhelm Christian Baumeister,unverändert,Substitut,Volkenroda,,,,,,,,,,,,,,,
Adjunctur Molschleben,,,,,Johann Nicolaus Busch,unverändert,Schuldiener,Volkenroda,zu Hohenberga,,,,,,,,,,,,,,
Superintendentur Waltershausen,,,,,M. Just Christian Stuß,unverändert,Superintendent,Waltershausen,,,,,,,,Magister,,,,,,,
Superintendentur Waltershausen,,,,,Johann Ernst Rauch,neu,Diaconus,Waltershausen,,,,,,,,,,Johann,Ernst,,,,Rauch
Superintendentur Waltershausen,,,Q157826,,Johann Hiob Erdmann,unverändert,Rector,Waltershausen,,,,,,,,,,,,,,,
Superintendentur Waltershausen,,,Q193009,,Johann Caspar Schilling,unverändert,Conrector,Waltershausen,,,,,,,,,,,,,,,
Superintendentur Waltershausen,,,,,Christoph Büchner,unverändert,Cantor,Waltershausen,,,,,,,,,,,,,,,
Superintendentur Waltershausen,,,,,Johann Andreas Böhm,unverändert,Organist,Waltershausen,,,,,,,,,,,,,,,
Superintendentur Waltershausen,,,,,Johann Valentin Thilo Kirchner,unverändert,Mägdlein-Schuldiener,Waltershausen,,,,,,,,,,,,,,,
Superintendentur Waltershausen,,,Q42139,,Johann August Ritter,unverändert,Pfarrer,Aspach,,,,,,,,,,,,,,,
Superintendentur Waltershausen,,,,,Johann Christoph Seyfarth,unverändert,Schuldiener,Aspach,,,,,,,,,,,,,,,
Superintendentur Waltershausen,,,Q260489,,Johann Christian Engelhardt,unverändert,Pfarrer,Fröttstädt,,,,,,,,,,,,,,,
Superintendentur Waltershausen,,,,,Johann Christoph Göring,unverändert,Schuldiener,Fröttstädt,,,,,,,,,,,,,,,
Superintendentur Waltershausen,,,Q42041,,Israel Wilhelm Heusinger,unverändert,Pfarrer,Hörselgau,,,,,,,,,,,,,,,
Superintendentur Waltershausen,,,,,Johann Georg Burckard,unverändert,Cantor,Hörselgau,,,,,,,,,,,,,,,
Superintendentur Waltershausen,,,,,Johann Salomon Hey,unverändert,Schuldiener,Klein -Schmalkaldem,,,,,,,,,,,,,,,
Superintendentur Waltershausen,,,Q42411,,Johann Georg Jacobi,unverändert,Pfarrer,Langenhayn,,,,,,,,,,,,,,,
Superintendentur Waltershausen,,,,,David Schreiber,unverändert,Cantor,Langenhayn,,,,,,,,,,,,,,,
Superintendentur Waltershausen,,,Q41705,,M. Friedrich August Wachler,unverändert,Pfarrer,Laucha,,,,,,,,Magister,,,,,,,
Superintendentur Waltershausen,,,,,Johann Conrad Hildebrand,unverändert,Schuldiener,Laucha,,,,,,,,,,,,,,,
Superintendentur Waltershausen,,,Q41920,,Heinrich August Hey,unverändert,Pfarrer,Leina,und Filiale Gospiteroda,,,,,,,,,,,,,,
Superintendentur Waltershausen,,,,,Johann Ernst Ichtershausen,unverändert,Schuldiener,Leina,,,,,,,,,,,,,,,
Superintendentur Waltershausen,,,,,Lorenz Köhler,unverändert,Schuldiener,Leina,zu Gospiteroda,,,,,,,,,,,,,,
Superintendentur Waltershausen,,,Q42603,,Johann Michael Zickler,unverändert,Pfarrer,Oelleben,und Filiale Boilstädt,,,,,,,,,,,,,,
Superintendentur Waltershausen,,,,,Johann Sebastian Ortlepp,unverändert,Schuldiener,Oelleben,,,,,,,,,,,,,,,
Superintendentur Waltershausen,,,,,Johann Michael Ortlepp,unverändert,Substitut,Oelleben,,,,,,,,,,,,,,,
Superintendentur Waltershausen,,,,,Johann Nicolaus Ortlepp,unverändert,Schuldiener,Oelleben,zu Boilstädt,,,,,,,,,,,,,,
Superintendentur Waltershausen,,,Q42244,,Johann Christian Tömlich,unverändert,Pfarrer,Sundhausen,,,,,,,,,,,,,,,
Superintendentur Waltershausen,,,,,Johann Ernst Hering,unverändert,Schuldiener,Sundhausen,,,,,,,,,,,,,,,
Superintendentur Waltershausen,,,Q41231,,M . Adam Ludwig Ballstädt,neu,Pfarrer,Teutleben,,,,,,,,Magister,,,,,,,
Superintendentur Waltershausen,,,,,Johann Wilhelm Göring,unverändert,Schuldiener,Teutleben,,,,,,,,,,,,,,,
Superintendentur Waltershausen,,,Q41269,,M. Alexander Ludwig Ernst Kühnhold,unverändert,Pfarrer,Trügleben,,,,,,,,Magister,,,,,,,
Superintendentur Waltershausen,,,,,Johann Peter Bohn,unverändert,Schuldiener,Trügleben,,,,,,,,,,,,,,,
Superintendentur Waltershausen,,,Q41746,,Friedrich Salomon Böhm,unverändert,Pfarrer,Wahlwinkel,,,,,,,,,,,,,,,
Superintendentur Waltershausen,,,,,Johann Heinrich Heun,unverändert,Schuldiener,Wahlwinkel,,,,,,,,,,,,,,,
Adjunctur Teutleben,,,Q41231,,M. Adam Ludwig Ballstädt,unverändert,Adjunctus,Teutleben,,,,,,,,Magister,,,,,,,
Adjunctur Teutleben,,,,,Georg Christian Löffler,unverändert,Pfarrer,Ettenhausen und Harstungsfeld davon die mater Mehlborn in Eisenachisch ist,,,,,,,,,,,,,,,
Adjunctur Teutleben,,,,,Georg Christoph August Groff,unverändert,Schuldiener, zu Ettenhausen,,,,,,,,,,,,,,,
Adjunctur Teutleben,,,,,Johann Christoph Haupt,unverändert,Schuldiener,zu Harstungsfeld,,,,,,,,,,,,,,,
Adjunctur Teutleben,,,Q41621,,Emanuel Christian Möller,unverändert,Pfarrer,Friedrichsweth,,,,,,,,,,,,,,,
Adjunctur Teutleben,,,Q192120,,Johann Michael Köhler,unverändert,Schuldiener,Friedrichsweth,,,,,,,,,,,,,,,
Adjunctur Teutleben,,,Q42482,,Johann Heinrich Haberkorn,unverändert,Pfarrer,Mechterstädt,,,,,,,,,,,,,,,
Adjunctur Teutleben,,,,,Johann Georg Käsemann,unverändert,Schuldiener,Mechterstädt,,,,,,,,,,,,,,,
Adjunctur Teutleben,,,Q42046,,Jacob Christoph Brandenburg,unverändert,Pfarrer,Ruhla,,,,,,,,,,,,,,,
Adjunctur Teutleben,,,,,Heinrich Friedrich Töpffer,unverändert,Cantor,Ruhla,,,,,,,,,,,,,,,
Adjunctur Teutleben,,,,,Johann Conrad Schenk,unverändert,Organist,Ruhla,,,,,,,,,,,,,,,
Adjunctur Teutleben,,,,,Georg Heinrich Catterfeld,unverändert,Pfarrer,Sättelstädt,"und Filiale Burla, Kälberfeld, Sondra",,,,,,,,,,,,,,
Adjunctur Teutleben,,,,,Johann Michael Hartung,unverändert,Schuldiener,Sättelstädt,,,,,,,,,,,,,,,
Adjunctur Teutleben,,,,,Johann Simon Lämmerhirt,unverändert,Schuldiener,Sättelstädt,zu Burla,,,,,,,,,,,,,,
Adjunctur Teutleben,,,,,Johann Ernst Dufft,unverändert,Schuldiener,Sättelstädt,zu Kälberfeld,,,,,,,,,,,,,,
Adjunctur Teutleben,,,Q42297,,Johann Daniel Hochgesang,unverändert,Pfarrer,Schönau an der Hörsel,und eingepfarrten Dörfern Kahlenberg und Deubach,,,,,,,,,,,,,,
Adjunctur Teutleben,,,,,Johann Friedrich Schramm,unverändert,Schuldiener,Schönau an der Hörsel,,,,,,,,,,,,,,,
Adjunctur Teutleben,,,Q156787,,Heinrich Johann Friedrich Hunnius,unverändert,Pfarrer,Schwarzhausen,und Filiale Winterstein und Schmerbach,,,,,,,,,,,,,,
Adjunctur Teutleben,,,,,Justin Ehrenfried Schrumpf,unverändert,Schuldiener,Schwarzhausen,,,,,,,,,,,,,,,
Adjunctur Teutleben,,,,,Johann Siegmund Thämer,unverändert,Schuldiener,Schwarzhausen,zu Winterstein,,,,,,,,,,,,,,
Adjunctur Teutleben,,,Q78338,,Johann Liborius Kirchner,unverändert,Schuldiener,Schwarzhausen,zu Schermbach,,,,,,,,,,,,,,
Adjunctur Teutleben,,,Q42125,,Johann August Andreas Fiedler,unverändert,Pfarrer,Thal,und Filiale Weißenborn,,,,,,,,,,,,,,
Adjunctur Teutleben,,,Q156912,,Johann Carl Haberkorn,unverändert,Schuldiener,Thal,,,,,,,,,,,,,,,
Adjunctur  Friedrichroda,,,Q42236,,Johann Christian Ritter,unverändert,Pfarrer,Friedrichroda,Adjunctus,,,,,,,,,,,,,,
Adjunctur  Friedrichroda,,,Q42525,,Johann Jacob Grosch,unverändert,Diaconus,Friedrichroda,Rector,,,,,,,,,,,,,,
Adjunctur  Friedrichroda,,,,,August Friedrich Rahardt,neu,Cantor,Friedrichroda,,,,,,,,,,August,Friedrich,,,,Rahardt
Adjunctur  Friedrichroda,,,,,Georg Heinrich Werner,unverändert,Organist,Friedrichroda,,,,,,,,,,,,,,,
Adjunctur  Friedrichroda,,,,,Heinrich Friedemann Allbrecht,unverändert,Schuldiener,Friedrichroda,,,,,,,,,,,,,,,
Adjunctur  Friedrichroda,,,Q77919,,Georg Friedrich  Hülsemann,unverändert,Pfarrer,Altenberga,"und Filiale Finsterberga, Catterfeld, Engelbach",,,,,,,,,,,,,,
Adjunctur  Friedrichroda,,,,,Johann Georg Baumbach,unverändert,Schuldiener,Altenberga,,,,,,,,,,,,,,,
Adjunctur  Friedrichroda,,,,,Johann Valentin Stötzer,unverändert,Schuldiener,Altenberga,zu Finsterberga,,,,,,,,,,,,,,
Adjunctur  Friedrichroda,,,,,Johann Rost,unverändert,Schuldiener,Altenberga,zu Catterfeld,,,,,,,,,,,,,,
Adjunctur  Friedrichroda,,,,,Johann Georg Rost,unverändert,Substitut,Altenberga,,,,,,,,,,,,,,,
Adjunctur  Friedrichroda,,,,,Johann Sebastian Scharf,neu,Schuldiener,Engelbach,,,,,,,,,,Johann,Sebastian,,,,Scharf
Adjunctur  Friedrichroda,,,Q41818,,Georg Gottlieb Jacobi,unverändert,Pfarrer,Tabartz,"und Filiale Fischbach, Groß-Tabarz, Klein Tabarz, Ronneburg",,,,,,,,,,,,,,
Adjunctur  Friedrichroda,,,,,Christian Gottlob Eberhard,unverändert,Cantor,Tabartz,,,,,,,,,,,,,,,
Adjunctur  Friedrichroda,,,,,Johann Adam Cott,unverändert,Schuldiener,Tabartz,zu Groß-Tabarz,,,,,,,,,,,,,,
Adjunctur  Friedrichroda,,,Q42376,,Johann Friedrich Meister,unverändert,Pfarrer,Cobstädt,,,,,,,,,,,,,,,
Adjunctur  Friedrichroda,,,,,Johann Georg Fischer,unverändert,Schuldiener,Cobstädt,und Filiale Grabsleben,,,,,,,,,,,,,,
Adjunctur  Friedrichroda,,,,,Johann Nicolaus Ortlepp,unverändert,Schuldiener,Cobstädt,zu Grabsleben,,,,,,,,,,,,,,
Adjunctur  Friedrichroda,,,Q41495,,Christian Gottlieb Ludwig,unverändert,Pfarrer,Ernstroda,und Filiale Cumbach,,,,,,,,,,,,,,
Adjunctur  Friedrichroda,,,Q191762,,Johann Valentin Kirchner,unverändert,Schuldiener,Ernstroda,,,,,,,,,,,,,,,
Adjunctur  Friedrichroda,,,,,Johann David Wagner,unverändert,Schuldiener,Ernstroda,zu Cumbach,,,,,,,,,,,,,,
Adjunctur  Friedrichroda,,,Q42042,,Jacob Egydius Schuster,unverändert,Pfarrer,Georgenthal,,,,,,,,,,,,,,,
Adjunctur  Friedrichroda,,,,,Georg Nicolaus Ortlepp,unverändert,Schuldiener,Georgenthal,,,,,,,,,,,,,,,
Adjunctur  Friedrichroda,,,,,Johann Samuel Walther,unverändert,Pfarrer,Gräfenhayn,und Filiale Rauendorf,,,,,,,,,,,,,,
Adjunctur  Friedrichroda,,,,,Johann Lorenz Scheidler,unverändert,Schuldiener,Gräfenhayn,,,,,,,,,,,,,,,
Adjunctur  Friedrichroda,,,Q41980,,Heinrich Valentin Freytag,unverändert,Pfarrer,Hohenkirchen,und Filiale Herrnhof,,,,,,,,,,,,,,
Adjunctur  Friedrichroda,,,,,Johann Wilhelm Gottlieb Letsch,unverändert,Schuldiener,Hohenkirchen,,,,,,,,,,,,,,,
Adjunctur  Friedrichroda,,,Q192983,,Johann Georg Erdmann,unverändert,Schuldiener,Hohenkirchen,zu Herrnhof,,,,,,,,,,,,,,
Adjunctur  Friedrichroda,,,Q42525,,Johann Jacob Grosch,unverändert,Pfarrer,Rödichen,,,,,,,,,,,,,,,
Adjunctur  Friedrichroda,,,,,Johann Gabriel Franck,unverändert,Schuldiener,Rödichen,,,,,,,,,,,,,,,
Adjunctur  Friedrichroda,,,Q41787,,Georg Caspar Brehm,unverändert,Pfarrer,Schönau,und Filiale Wipperoda,,,,,,,,,,,,,,
Adjunctur  Friedrichroda,,,,,Johann Baumbach,unverändert,Schuldiener,Schönau,,,,,,,,,,,,,,,
Adjunctur  Friedrichroda,,,,,Christian Friedrich Weber,unverändert,Schuldiener,Schönau,zu Wipperoda,,,,,,,,,,,,,,
,,,Q42478,,Johann Heinrich Catterfeld,unverändert,Pfarrer,Tambach,,,,,,,,,,,,,,,
Adjunctur  Friedrichroda,,,Q42371,,Johann Friedrich Klein,unverändert,Diacon ,Tambach,Pfarrer auf dem Filial Diethartz,,,,,,,,,,,,,,
Adjunctur  Friedrichroda,,,Q158944,,Michael Ernst Mehlis,unverändert,Rector zu Tambach,Tambach,,,,,,,,,,,,,,,
Adjunctur  Friedrichroda,,,,,Johann Volkmar Weber,unverändert,Cantor,Tambach,,,,,,,,,,,,,,,
Adjunctur  Friedrichroda,,,,,Johann Heinrich Ulrich,unverändert,Organist,Tambach,,,,,,,,,,,,,,,
Adjunctur  Friedrichroda,,,,,Johann Andreas Schneider,unverändert,Schuldiener,Tambach,zu Diethartz,,,,,,,,,,,,,,
Superintendentur Ichtershausen,,,Q42145,,Johann Balthasar Oschmann,unverändert,Superintendent,Ichtershausen,,,,,,,,,,,,,,,
Superintendentur Ichtershausen,,,,,Johann Anton Gottlieb Göring,unverändert,Diacon,Ichtershausen,,,,,,,,,,,,,,,
Superintendentur Ichtershausen,,,,,Nicolaus Heinrich Stetefeld,unverändert,Organist,Ichtershausen,,,,,,,,,,,,,,,
Superintendentur Ichtershausen,,,Q42321,,Johann Elias Fritsch,unverändert,Pfarrer,Apfelstädt,und Filiale Dietendorf,,,,,,,,,,,,,,
Superintendentur Ichtershausen,,,,,Johann Andreas Scheedel,unverändert,Cantor,Apfelstädt,,,,,,,,,,,,,,,
Superintendentur Ichtershausen,,,,,Johann August Ortlepp,unverändert,Organist,Apfelstädt,,,,,,,,,,,,,,,
Superintendentur Ichtershausen,,,,,Johann Christian Köhler,unverändert,Schuldiener,Apfelstädt,zu Dietendorf,,,,,,,,,,,,,,
Superintendentur Ichtershausen,,,Q42542,,Johann Mälzer,unverändert,Pfarrer,Bischleben,und Filiale Roda und Erfurtdorf Möbiusburg,,,,,,,,,,,,,,
Superintendentur Ichtershausen,,,,,Johann Georg Franck,unverändert,Schuldiener,Bischleben,,,,,,,,,,,,,,,
Superintendentur Ichtershausen,,,,,Leonard Heinrich Cronefeld,unverändert,Schuldiener,Bischleben,zu Roda,,,,,,,,,,,,,,
Superintendentur Ichtershausen,,,,,Georg Friedrich Andreas Treyße,unverändert,Pfarrer,Crawinckel,,,,,,,,,,,,,,,
Superintendentur Ichtershausen,,,,,Johann Caspar Seyfarth,unverändert,Cantor,Crawinckel,,,,,,,,,,,,,,,
Superintendentur Ichtershausen,,,,,Johann Herrmann Köhler,unverändert,Organist,Crawinckel,,,,,,,,,,,,,,,
Superintendentur Ichtershausen,,,Q41937,,Heinrich Ernst Lindemann,unverändert,Pfarrer,Eischleben,,,,,,,,,,,,,,,
Superintendentur Ichtershausen,,,,,Johann Melichor Hopff,unverändert,Schuldiener,Eischleben,,,,,,,,,,,,,,,
Superintendentur Ichtershausen,,,,,Hironnymus Zink,unverändert,Substitut,Eischleben,,,,,,,,,,,,,,,
Superintendentur Ichtershausen,,,,,Johann Nicolaus Schüttwürfel,unverändert,Organist,Eischleben,,,,,,,,,,,,,,,
Superintendentur Ichtershausen,,,,,Heinrich Wilhelm Beumelburg,unverändert,Pfarrer,Elgersburg,und Filiale Manebach,,,,,,,,,,,,,,
Superintendentur Ichtershausen,,,,,Johann Georg Rink,unverändert,Schuldiener,Elgersburg,,,,,,,,,,,,,,,
Superintendentur Ichtershausen,,,Q192841,,Johann Mathias Schellhorn,unverändert,Cantor,Elgersburg,,,,,,,,,,,,,,,
Superintendentur Ichtershausen,,,Q42706,,Johann Valentin Stötzer,unverändert,Pfarrer,Frankenhayn,,,,,,,,,,,,,,,
Superintendentur Ichtershausen,,,,,Jacob Kummer,unverändert,Schuldiener,Frankenhayn,,,,,,,,,,,,,,,
Superintendentur Ichtershausen,,,Q41935,,Hreinrich Christoph Zahn,unverändert,Pfarrer,Gera,,,,,,,,,,,,,,,
Superintendentur Ichtershausen,,,Q192860,,Johann Otto Christian Rein,unverändert,Schuldiener,Gera,,,,,,,,,,,,,,,
Superintendentur Ichtershausen,,,Q257417,,Johann Ernst Möller,unverändert,Pfarrer,Gossel,,,,,,,,,,,,,,,
Superintendentur Ichtershausen,,,,,Johann Heinrich Wedel,unverändert,Schuldiener,Gossel,,,,,,,,,,,,,,,
Superintendentur Ichtershausen,,,Q41289,,Andreas Ernst Richter,unverändert,Pfarrer,Gräfenroda,und Filiale Dörrberg,,,,,,,,,,,,,,
Superintendentur Ichtershausen,,,,,Johann Christian Cott,unverändert,Schuldiener,Gräfenroda,,,,,,,,,,,,,,,
Superintendentur Ichtershausen,,,Q257577,,Johann Heinrich Wenig,unverändert,Pfarrer,Haarhausen,,,,,,,,,,,,,,,
Superintendentur Ichtershausen,,,,,Johann Christian Krafft,unverändert,Schuldiener,Haarhausen,,,,,,,,,,,,,,,
Superintendentur Ichtershausen,,,Q42143,,Johann Baltasar Hocker,unverändert,Pfarrer,Holzhausen,und Filiale Bittstädt,,,,,,,,,,,,,,
Superintendentur Ichtershausen,,,Q42631,,Johann Paul Meyfarth,unverändert,Substitut,Holzhausen,,,,,,,,,,,,,,,
Superintendentur Ichtershausen,,,,,Johann Christian Crusius,unverändert,Schuldiener,Holzhausen,,,,,,,,,,,,,,,
Superintendentur Ichtershausen,,,,,Heinrich Christian Crusius,unverändert,Schuldiener,Holzhausen,zu Bittstädt,,,,,,,,,,,,,,
Superintendentur Ichtershausen,,,,,Johann Christian Wilhelmi,unverändert,Pfarrer,Rettmannshausen,,,,,,,,,,,,,,,
Superintendentur Ichtershausen,,,,,Johann Heinrich Zink,unverändert,Schuldiener,Rettmannshausen,,,,,,,,,,,,,,,
Superintendentur Ichtershausen,,,Q41506,,Christian Ludwig Grosch,unverändert,Pfarrer,Liebenstein,und Filiale Rippersroda,,,,,,,,,,,,,,
Superintendentur Ichtershausen,,,,,Johann Daniel Grobe,unverändert,Schuldiener,Liebenstein,,,,,,,,,,,,,,,
Superintendentur Ichtershausen,,,,,Johann Melchior Reumann,unverändert,Schuldiener,Liebenstein,zu Rippersroda,,,,,,,,,,,,,,
Superintendentur Ichtershausen,,,Q42329,,Johann Ernst Bischoff,unverändert,Pfarrer,Molßdorf,,,,,,,,,,,,,,,
Superintendentur Ichtershausen,,,,,Johann Christian Soittel,unverändert,Schuldiener,Molßdorf,,,,,,,,,,,,,,,
Superintendentur Ichtershausen,,,,,Laurentius Müller,unverändert,Organist,Molßdorf,,,,,,,,,,,,,,,
Superintendentur Ichtershausen,,,Q42358,,Johann Friedrich Frühauf,unverändert,Pfarrer,Neudietendorf,,,,,,,,,,,,,,,
Superintendentur Ichtershausen,,,,,Bernhard Theodor Christlieb Wintzer,unverändert,Pfarrer,Neuroda,und Filiale Traßdorf,,,,,,,,,,,,,,
Superintendentur Ichtershausen,,,Q78195,,Johann  Christoph Rose,unverändert,Schuldiener,Neuroda,,,,,,,,,,,,,,,
Superintendentur Ichtershausen,,,,,Johann  Heinrich Carl,unverändert,Schuldiener,Neuroda,zu Neuroda,,,,,,,,,,,,,,
Superintendentur Ichtershausen,,,Q42688,,Johann Theodor Fritsch,unverändert,Pfarrer,Stetten,,,,,,,,,,,,,,,
Superintendentur Ichtershausen,,,Q41470,,Christian Ernst Möller,unverändert,Pfarrer,Thörey,und Filiale Rehestädt,,,,,,,,,,,,,,
Superintendentur Ichtershausen,,,,,Johann Brand ,unverändert,Schuldiener,Thörey,,,,,,,,,,,,,,,
Superintendentur Ichtershausen,,,,,Zacharias Heinrich Brand,unverändert,Substitut,Thörey,,,,,,,,,,,,,,,
Superintendentur Ichtershausen,,,,,Johann Christian Gottlieb Umbreit,unverändert,Schuldiener,Thörey,zu Rehestädt,,,,,,,,,,,,,,
Superintendentur Ichtershausen,,,Q42453,,Johann Gottlieb Schneider,unverändert,Pfarrer,Wölfis,,,,,,,,,,,,,,,
Superintendentur Ichtershausen,,,,,Johann Georg Lux,unverändert,Cantor,Wölfis,,,,,,,,,,,,,,,
Superintendentur Ichtershausen,,,,,Ernst Christian Kast,anderer FN,Organist,Wölfis,,,,,,,,,,,,,,,
Adjunctur Zella oder Schwarzwald,,,Q41830,,Georg Heinrich Sorge,unverändert,Pfarrer,Zella,Adjunct,,,,,,,,,,,,,,
Adjunctur Zella oder Schwarzwald,,,,,Johann Heinrich Wedel,unverändert,Cantor,Zella,,,,,,,,,,,,,,,
Adjunctur Zella oder Schwarzwald,,,,,Johann Heinrich Schübler,unverändert,Organist,Zella,,,,,,,,,,,,,,,
Adjunctur Zella oder Schwarzwald,,,Q41853,,Georg Ludwig Hochgesang,unverändert,Pfarrer,Gehlberg,,,,,,,,,,,,,,,
Adjunctur Zella oder Schwarzwald,,,Q43080,,Peter Wilhelm Mädel,unverändert,Pfarrer,Mehlis,,,,,,,,,,,,,,,
Adjunctur Zella oder Schwarzwald,,,,,Johann Ortlepp,unverändert,Cantor,Mehlis,,,,,,,,,,,,,,,
Adjunctur Zella oder Schwarzwald,,,,,Johann Christoph Ortlepp,unverändert,Organist,Mehlis,,,,,,,,,,,,,,,
Adjunctur Zella oder Schwarzwald,,,,,Johann Nicolaus Schneider,unverändert,Schuldiener,Oberhof,,,,,,,,,,,,,,,
Adjunctur Zella oder Schwarzwald,,,,,Johann Georg Schultz,unverändert,Pfarrer,Sturzhaus,,,,,,,,,,,,,,,
Adjunctur Zella oder Schwarzwald,,,,,Johann Georg Schneider,unverändert,Schuldiener,Sturzhaus,,,,,,,,,,,,,,,
Inspection Untergleichen,,,,,Johann Benjamin Busch,unverändert,Inspector über die Untergleichischen Dorfschaften und dermaliger Diaconus zu Arnstadt,,,,,,,,,,,,,,,,
Inspection Untergleichen,,,,,Johann Casppar Wehr,unverändert,Pfarrer,Güntersleben,,,,,,,,,,,,,,,
Inspection Untergleichen,,,,,Johann Heinrich Queck,unverändert,Schuldiener,Güntersleben,,,,,,,,,,,,,,,
Inspection Untergleichen,,,Q41661,,Ernst Georg Büchner,unverändert,Pfarrer,Ingersleben,,,,,,,,,,,,,,,
Inspection Untergleichen,,,,,Johann Ludwig Türsch,unverändert,Pfarrer,Sülzenbrück,und Filiale Kornhochheim,,,,,,,,,,,,,,
Inspection Untergleichen,,,,,Hieronymus Cott,unverändert,Schuldiener,Sülzenbrück,,,,,,,,,,,,,,,
Inspection Untergleichen,,,,,Johann Jacob Strauch,unverändert,Schuldiener,Sülzenbrück,zu Kornhochheim,,,,,,,,,,,,,,
Superintendentue Wangenheim,,,Q42407,,Johann Georg Gerlach,unverändert,Superintendent,Wangenheim,,,,,,,,,,,,,,,
Superintendentue Wangenheim,,,,,Johann Tobias Riem,unverändert,Cantor,Wangenheim,,,,,,,,,,,,,,,
Superintendentue Wangenheim,,,Q41837,,Georg Julius Hocker,unverändert,Pfarrer,Grossenbehringen,und eingepfarrten Dorf Heßwinkel,,,,,,,,,,,,,,
Superintendentue Wangenheim,,,,,Johann Jacob Reich,unverändert,Schuldiener,Grossenbehringen,,,,,,,,,,,,,,,
Superintendentue Wangenheim,,,Q42242,,Johann Christian Streng,unverändert,Pfarrer,Hayna,,,,,,,,,,,,,,,
Superintendentue Wangenheim,,,,,Friedrich Heinrich Burckard,unverändert,Schuldiener,Hayna,,,,,,,,,,,,,,,
Superintendentue Wangenheim,,,Q42240,,Johann Christian Schönau,unverändert,Pfarrer,Hochheim,,,,,,,,,,,,,,,
Superintendentue Wangenheim,,,,,Caspar Andreas Brohm,unverändert,Schuldiener,Hochheim,,,,,,,,,,,,,,,
Superintendentue Wangenheim,,,Q42408,,Johann Georg Hartmann,unverändert,Pfarrer,Nordhofen,und Filiale Metebach,,,,,,,,,,,,,,
Superintendentue Wangenheim,,,,,Johann Heinrich Braun,unverändert,Schuldiener,Nordhofen,,,,,,,,,,,,,,,
Superintendentue Wangenheim,,,Q42427,,Johann Georg Weißenborn,unverändert,Pfarrer,Oesterbehringen,,,,,,,,,,,,,,,
Superintendentue Wangenheim,,,,,Wilhelm Hieronymus Albrecht,unverändert,Schuldiener,Oesterbehringen,,,,,,,,,,,,,,,
Superintendentue Wangenheim,,,,,Valentin Cott,unverändert,Schuldiener,Oesterbehringen,zu Reichenbach,,,,,,,,,,,,,,
Superintendentue Wangenheim,,,Q42263,,Christoph Herr,unverändert,Pfarrer,Pfullendorf,,,,,,,,,,,,,,,
Superintendentue Wangenheim,,,,,Valentin Böttner,unverändert,Schuldiener,Pfullendorf,,,,,,,,,,,,,,,
Superintendentue Wangenheim,,,,,Johann Andreas Böttner,unverändert,Substitut,Pfullendorf,,,,,,,,,,,,,,,
Superintendentue Wangenheim,,,,,Friedrich August Kerstenbbruch,unverändert,Pfarrer,Tüngeda,,,,,,,,,,,,,,,
Superintendentue Wangenheim,,,,,Johann Andreas Schmidt,unverändert,Schuldiener,Tüngeda,,,,,,,,,,,,,,,
Superintendentue Wangenheim,,,Q42114,,Johann Andreas Lencer,unverändert,Pfarrer,Westhausen,,,,,,,,,,,,,,,
Superintendentue Wangenheim,,,Q156969,,Johann Christian Lencer,unverändert,Schuldiener,Westhausen,,,,,,,,,,,,,,,
Superintendentue Wangenheim,,,Q41517,,Christian Wilhelm Gerlach,unverändert,Pfarrer,Wolfsbehringen,und Filiale Hütscheroda,,,,,,,,,,,,,,
Superintendentue Wangenheim,,,,,Johann Stegmann,unverändert,Schuldiener,,,,,,,,,,,,,,,,
Inspection Hopfgarten,,,Q41837,,Georg Julius Hocker,unverändert,Pfarrer,Adjunctus zu Großenbehringen,,,,,,,,,,,,,,,
Inspection Hopfgarten,,,Q42622,,Johann Nicolaus Rudolph,unverändert,Pfarrer,Craula,,,,,,,,,,,,,,,
